299670.00,299341.00,146610.25,159805.00,152318.19,86900.50,0.69601828612631,0.408149853923218,0.351348208383596
349188.00,349082.00,173921.00,162839.00,166427.18,99975.86,0.595958458935429,0.463685651515991,0.766897534947634
399951.00,399829.00,210638.50,198596.00,198018.76,116353.54,0.716864083457744,0.439884595404803,0.351348208383596
643.00,601.00,144.50,239.00,250.75,121.81,0.554266864272561,0.344680370960049,0.351348208383596
3841.00,3667.00,566.75,1139.00,1166.93,535.85,0.616804256266862,0.344680370960049,0.766897534947634
553.00,529.00,163.25,270.50,272.99,111.49,0.633480894132009,0.257409831885691,0.351348208383596
361.00,337.00,107.50,175.50,176.63,71.19,0.708525764525171,0.297078258737672,0.351348208383596
749.00,703.00,250.25,369.00,370.82,158.61,0.562605183205135,0.38434879781203,0.351348208383596
409.00,405.00,115.00,138.00,139.08,73.42,0.566774342671422,0.328813000219256,0.351348208383596
1296.00,1290.00,448.25,505.00,490.23,302.21,0.67100332932859,0.447818280775199,0.351348208383596
36.00,25.00,17.50,23.50,23.50,8.58,0.616804256266862,0.463685651515991,0.351348208383596
88.00,78.00,51.75,29.00,38.83,26.93,0.583450980536569,0.281210887996879,0.351348208383596
390.00,390.00,102.00,36.00,59.30,64.55,0.199888309638189,0.669961471146292,0.766897534947634
1687.00,1646.00,547.00,633.00,703.66,354.99,0.620973415733149,0.352614056330445,0.351348208383596
444.00,443.00,86.75,157.00,169.96,75.11,0.537590226407414,0.38434879781203,0.351348208383596
444.00,436.00,110.50,150.50,155.81,76.20,0.587620140002855,0.463685651515991,0.351348208383596
444.00,436.00,110.50,150.50,155.81,76.20,0.704356605058884,0.439884595404803,0.351348208383596
361.00,337.00,107.50,175.50,176.63,71.19,0.712694923991457,0.289144573367275,0.351348208383596
444.00,443.00,86.75,157.00,169.96,75.11,0.562605183205135,0.328813000219256,0.351348208383596
265.00,252.00,72.75,116.50,124.95,55.04,0.679341648261163,0.48748670762718,0.351348208383596
11413.00,11413.00,2280.00,2241.00,2774.77,1979.29,0.316624774694217,0.725497268739066,0.766897534947634
9.00,8.00,5.75,4.00,4.50,3.08,0.633480894132009,0.289144573367275,0.351348208383596
36.00,26.00,17.50,23.50,23.61,8.67,0.629311734665723,0.352614056330445,0.351348208383596
36.00,25.00,17.50,23.50,23.50,8.58,0.654326691463443,0.439884595404803,0.351348208383596
25.00,10.00,5.00,19.00,19.68,3.26,0.537590226407414,0.392282483182426,0.351348208383596
25.00,10.00,6.00,20.00,19.77,3.16,0.729371561856604,0.471619336886388,0.351348208383596
25.00,10.00,6.00,20.00,20.04,3.30,0.737709880789178,0.305011944108068,0.351348208383596
25.00,10.00,5.00,20.00,20.47,3.25,0.729371561856604,0.289144573367275,0.351348208383596
25.00,10.00,6.00,20.00,19.81,3.23,0.733540721322891,0.368481427071237,0.351348208383596
25.00,10.00,6.00,20.00,19.98,3.21,0.721033242924031,0.336746685589652,0.351348208383596
25.00,10.00,6.00,20.00,20.08,3.21,0.583450980536569,0.265343517256087,0.351348208383596
25.00,10.00,6.00,20.00,20.10,3.10,0.558436023738848,0.447818280775199,0.766897534947634
25.00,10.00,5.00,20.00,19.96,3.09,0.604296777868002,0.265343517256087,0.351348208383596
25.00,10.00,4.00,20.00,19.97,2.97,0.554266864272561,0.312945629478464,0.351348208383596
25.00,15.00,8.00,17.00,17.17,4.36,0.616804256266862,0.408149853923218,0.351348208383596
